instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry,dz_jump,bar_range_ratio,is_max50,oneway_run,counter_share10,accel,flat_bars20,zero_bars20,recross_n,bars_stretch,sig_hour,gap_capture,er40_sig,z_sig_check,cost_ret
GBPUSD,2024-11-22 12:00:00+00:00,2024-11-27 04:00:00+00:00,1,1.252675,0.00516494701339162,17,2.823076903188665,0.0016156906615958056,0.95801435374319,4.123354123354161,0.0,8.0,0.2,0.5383215407382622,1.0,0.0,0.0,13.0,8.0,0.23361344537814688,0.2801960219083327,2.823076903188665,7.184624902708205e-05
EURAUD,2024-11-22 12:00:00+00:00,2024-11-25 20:00:00+00:00,1,1.603384003234003,0.007741376059050353,9,3.0222540806686173,0.00180909898740992,1.1290876913678651,5.872253972315322,1.0,1.0,0.2,0.3140412641222907,1.0,0.0,1.0,18.0,8.0,0.12247710950059328,0.32321764519801993,3.0222540806686173,0.00018710427408213145
USDCHF,2024-11-22 16:00:00+00:00,2024-11-25 12:00:00+00:00,-1,0.8944,0.007692307692307646,6,3.0690886628934426,0.001731305375025187,1.6899374186700993,5.058883768561318,1.0,2.0,0.4,0.7501423278779705,0.0,0.0,0.0,2.0,12.0,-0.17004048582994788,0.14569383514200054,3.0690886628934426,0.0001118067978533095
NZDUSD,2024-11-26 00:00:00+00:00,2024-11-27 00:00:00+00:00,1,0.5838899999999999,0.004675538200688633,6,2.4234465777357515,0.0021636817540332393,1.6384317815210725,6.060138781804181,1.0,1.0,0.6,1.2748924523769534,0.0,0.0,0.0,6.0,20.0,0.7175572519084104,0.14168265278158412,2.4234465777357515,0.00023977118977889673
GBPJPY,2024-11-26 20:00:00+00:00,2024-12-04 08:00:00+00:00,1,192.29820492,-0.00520850868273415,34,2.0607058583600826,0.0027664179159933504,0.3808962017837463,1.6965319247819504,0.0,2.0,0.4,0.6391721733872948,1.0,0.0,2.0,24.0,16.0,0.28173143629684455,0.1795164918975303,2.0607058583600826,0.00015600769654860073
EURJPY,2024-12-02 16:00:00+00:00,2024-12-05 12:00:00+00:00,1,156.86806366,0.01250813488877364,17,2.1912413353917235,0.002527773223183239,0.5610877219928676,4.336482514471513,0.0,1.0,0.4,0.8358109945285618,0.0,0.0,3.0,48.0,12.0,-0.04265142209827684,0.40184448394613564,2.1912413353917235,0.00019124351572938898
EURCHF,2024-12-06 16:00:00+00:00,2024-12-10 16:00:00+00:00,1,0.9277568727,0.0015647044422052797,13,3.2520449160704263,0.0008277847557461065,1.403268505338761,3.6580000133034134,0.0,2.0,0.4,1.0625647345932097,0.0,0.0,0.0,6.0,12.0,0.5135203901404456,0.19239931958289533,3.2520449160704263,0.00032336057950929154
EURGBP,2024-12-10 12:00:00+00:00,2024-12-12 16:00:00+00:00,1,0.82474569791176,0.0020102531658731776,13,2.6569216906009494,0.0009459715902203782,1.6745623186075858,6.44865429401137,1.0,2.0,0.3,0.586446027516881,0.0,0.0,0.0,10.0,8.0,-0.31676537471254973,0.22891116368905853,2.6569216906009494,0.00036374848727261527
GBPAUD,2024-12-18 04:00:00+00:00,2024-12-19 16:00:00+00:00,-1,2.0097480108957306,0.0031655056251553306,9,2.1114833652483083,0.0017103318489943963,0.478239991763707,1.993475029941171,0.0,1.0,0.4,0.46257431607784705,0.0,0.0,0.0,7.0,0.0,0.0024016654494764655,0.2840401550669001,2.1114833652483083,0.00014927244528844795
USDCAD,2024-12-18 04:00:00+00:00,2024-12-24 16:00:00+00:00,-1,1.43285,-0.002470600551348943,28,2.145253976374879,0.0008316914986984268,0.1690753417581643,1.2747464992757138,0.0,7.0,0.2,0.28471448804600163,1.0,0.0,2.0,48.0,0.0,-0.469696969696855,0.40841777084957637,2.145253976374879,8.374917123215969e-05
EURAUD,2024-12-18 04:00:00+00:00,2024-12-26 00:00:00+00:00,-1,1.6622090523248447,-0.0014626088314580422,33,2.489491280645391,0.0012779253728380964,1.0394632107675301,4.5056201619503975,0.0,1.0,0.3,0.6178121909824313,2.0,0.0,0.0,17.0,0.0,-0.056466533818475814,0.2568809327176878,2.489491280645391,0.00018048271339901907
AUDUSD,2024-12-18 04:00:00+00:00,2024-12-30 00:00:00+00:00,1,0.63148,-0.011623487679736512,46,2.0426886286053643,0.001552168660828902,0.614894604581325,2.9205921938089583,0.0,1.0,0.3,0.70508707298877,0.0,0.0,0.0,24.0,0.0,-0.12442396313363678,0.3133137337253294,2.0426886286053643,0.00012668651422056122
AUDCAD,2024-12-18 20:00:00+00:00,2024-12-30 00:00:00+00:00,1,0.8974013584999997,0.0011832633079306588,42,2.1360482234602807,0.0013747034046181152,1.1962652911006852,4.326822497346353,0.0,3.0,0.3,0.7317695304378847,1.0,0.0,0.0,2.0,16.0,-0.6901850692949126,0.12607348474496458,2.1360482234602807,0.0003342985801820581
NZDUSD,2024-12-18 20:00:00+00:00,2024-12-27 16:00:00+00:00,1,0.56167,0.0034005732903662146,39,3.0059728735979987,0.002635655807870301,1.1329389798078433,7.289595758780707,1.0,5.0,0.2,0.6832707208921285,0.0,0.0,2.0,43.0,16.0,-0.8927272727272575,0.41480484522207217,3.0059728735979987,0.0002492566809692524
NZDCAD,2024-12-19 00:00:00+00:00,2024-12-27 12:00:00+00:00,1,0.8127190969000002,-0.001037245221892268,37,2.84723526521946,0.0018956192629211,1.0950997466053594,4.865491165167486,1.0,4.0,0.4,0.8472557486256553,1.0,0.0,0.0,4.0,20.0,0.09259962693974108,0.3008508528115497,2.84723526521946,0.000369131230143732
AUDCHF,2024-12-19 00:00:00+00:00,2024-12-25 20:00:00+00:00,1,0.5607925145999999,0.0009315955302516987,27,2.172038387925876,0.0019488358168544973,0.7930883832046247,2.8248110564982643,0.0,3.0,0.3,0.5070486087857558,0.0,0.0,0.0,3.0,20.0,0.519855261224881,0.086391655059968,2.172038387925876,0.0005349572117844386
EURAUD,2024-12-27 12:00:00+00:00,2024-12-30 00:00:00+00:00,-1,1.6774734244965637,0.004299465204856181,4,2.147861784221059,0.00135814985776929,0.4980381935784126,2.2299656675480213,0.0,8.0,0.2,0.4173285369754558,1.0,0.0,0.0,8.0,8.0,0.332199909377608,0.19168326202714991,2.147861784221059,0.00017884038913465038
GBPAUD,2024-12-27 16:00:00+00:00,2024-12-30 12:00:00+00:00,-1,2.023201559987134,0.005056452305426771,6,2.286482413355058,0.001204275692585448,0.900403152479099,2.991817570144362,0.0,2.0,0.3,0.6168539222078465,1.0,0.0,0.0,7.0,12.0,0.18979468849906145,0.10290325689251437,2.286482413355058,0.00014827983821933581
EURCHF,2024-12-30 12:00:00+00:00,2025-01-02 04:00:00+00:00,-1,0.9408851619999999,0.0034571499598161424,11,2.374158375669956,0.0009908863728000706,0.6567708657956257,3.957021830402836,0.0,2.0,0.4,0.3742881626198553,1.0,0.0,0.0,9.0,8.0,0.6875614491876049,0.3420324543842132,2.374158375669956,0.00031884868857141147
USDCHF,2024-12-30 16:00:00+00:00,2025-01-06 08:00:00+00:00,-1,0.9039299999999999,0.0023231887424910685,24,2.5679324644401627,0.001178382908520403,1.2227692751251025,10.20656136087513,0.0,3.0,0.3,0.6602816771132103,2.0,0.0,0.0,30.0,12.0,0.6119047619047554,0.2446428571428608,2.5679324644401627,0.00011062803535672011
AUDCAD,2024-12-31 00:00:00+00:00,2025-01-02 08:00:00+00:00,1,0.8916328081,0.004813264564754113,9,2.4602204947773134,0.0013222530306629566,0.7090121339441859,1.4538009539565389,0.0,5.0,0.4,1.9586784169647329,1.0,0.0,0.0,3.0,20.0,-0.5535429866000929,0.14559188207888418,2.4602204947773134,0.0003364613743176147
NZDUSD,2025-01-02 20:00:00+00:00,2025-01-05 20:00:00+00:00,1,0.55933,0.004004791446909832,7,2.421121423706284,0.002163650852387828,0.6262529223523978,1.5514511873350694,0.0,2.0,0.4,0.4510576723047312,1.0,0.0,1.0,10.0,16.0,0.3741496598639117,0.17893440098552515,2.421121423706284,0.000250299465431856
EURCHF,2025-01-07 12:00:00+00:00,2025-01-08 08:00:00+00:00,-1,0.9414940786999999,0.002591416722841991,5,2.276614232190637,0.0010692125558876093,0.4114826387707131,1.4781054825170166,0.0,4.0,0.2,0.5154325947806705,1.0,0.0,0.0,7.0,8.0,1.4221455874149418,0.13202150793710807,2.276614232190637,0.00031864247135174263
NZDCAD,2025-01-10 16:00:00+00:00,2025-01-14 00:00:00+00:00,1,0.8020414439999999,0.004785589982554679,9,2.192799891754534,0.0014150790231382108,0.716929668581682,2.210886526825755,0.0,3.0,0.3,1.0949400978483892,0.0,0.0,0.0,14.0,12.0,-0.12429112507997724,0.12566116934127283,2.192799891754534,0.00037404550880041563
USDCHF,2025-01-10 16:00:00+00:00,2025-01-14 16:00:00+00:00,-1,0.91705,0.004721661850498933,13,2.2089169440720218,0.0010280132270853372,0.5950179655787338,3.364737550471045,0.0,3.0,0.5,0.8051160504840175,2.0,0.0,0.0,19.0,12.0,-0.32800000000002416,0.24792155190791051,2.2089169440720218,0.00010904530832560929
AUDCAD,2025-01-10 16:00:00+00:00,2025-01-15 12:00:00+00:00,1,0.8869696608000002,0.006393253625930368,18,2.350793250908269,0.001579605046612038,1.364885494226728,3.675886165360604,1.0,3.0,0.3,1.0031298552588985,0.0,0.0,0.0,14.0,12.0,-0.25146430482839244,0.11954736932311115,2.350793250908269,0.00033823028369359977
EURUSD,2025-01-13 04:00:00+00:00,2025-01-14 12:00:00+00:00,1,1.02155,0.007743135431452374,8,2.093291863299085,0.0015393750152297631,0.4452863539740761,2.8249744114636153,0.0,1.0,0.3,0.3606443292798592,0.0,0.0,0.0,19.0,0.0,-0.0036231884058210034,0.06583072100313313,2.093291863299085,5.8734276344770204e-05
AUDUSD,2025-01-13 04:00:00+00:00,2025-01-13 20:00:00+00:00,1,0.6145799999999999,0.007191903413713795,4,2.131714421053317,0.0019379012574975644,0.211191284817559,1.1852642819007517,0.0,1.0,0.3,0.10559593877518207,0.0,0.0,1.0,18.0,0.0,0.3063063063062973,0.11377777777777826,2.131714421053317,0.0001301701975332748
EURCHF,2025-01-20 12:00:00+00:00,2025-01-27 08:00:00+00:00,-1,0.9444052460000001,0.0009208457954711776,30,2.870079664923284,0.0009488654370823164,1.175868440935658,2.7267426808344015,0.0,4.0,0.4,0.6549258500750943,0.0,0.0,0.0,4.0,8.0,-0.8599332711915091,0.09540270355718854,2.870079664923284,0.00031766024306900133
EURCAD,2025-01-24 16:00:00+00:00,2025-01-29 08:00:00+00:00,-1,1.5050820792,0.0028716714255858393,17,2.055802423758953,0.0013672611289379456,0.3196672134951586,2.391788649841111,0.0,3.0,0.4,1.1096212305577435,0.0,0.0,2.0,33.0,12.0,0.3982599820004617,0.4475160632054786,2.055802423758953,0.00019932467746839415
EURAUD,2025-02-07 20:00:00+00:00,2025-02-12 08:00:00+00:00,1,1.6471450236059717,0.0031865434080667722,16,2.081491182310717,0.0012095911907822475,0.2484407564027975,1.6992114640267497,0.0,2.0,0.3,0.45660499962455153,0.0,0.0,3.0,25.0,16.0,-0.09337821243225121,0.2997929034401144,2.081491182310717,0.00018213332505672902
EURCAD,2025-02-07 20:00:00+00:00,2025-02-12 08:00:00+00:00,1,1.4753430119999997,0.005132188201939709,16,2.2992425703816592,0.0016182889066057515,0.43625617944795314,3.149941911463411,0.0,2.0,0.5,0.8216230596557577,0.0,0.0,1.0,25.0,16.0,-0.10832824539075601,0.29058726624965187,2.2992425703816592,0.000203342543096683
AUDCHF,2025-02-10 04:00:00+00:00,2025-02-13 08:00:00+00:00,-1,0.5711555725,0.004607188350596182,19,2.149768291132689,0.0011915279535212302,0.3843221770835843,2.4113822150209994,0.0,1.0,0.5,0.3267605643200161,2.0,0.0,2.0,12.0,0.0,-0.1132581408531054,0.12046746964054084,2.149768291132689,0.0005252509376506171
AUDNZD,2025-02-10 16:00:00+00:00,2025-02-14 12:00:00+00:00,-1,1.1127906760133996,0.0016168700700555532,23,2.2150866515141794,0.0006792860983468102,0.32289092923066876,2.0189336711161885,0.0,5.0,0.3,0.46540776240245624,0.0,0.0,0.0,16.0,12.0,-1.692825858778751,0.32691166728399573,2.2150866515141794,0.00026959248173677865
EURCHF,2025-02-12 16:00:00+00:00,2025-02-14 08:00:00+00:00,-1,0.948839248,0.005413854044115298,10,2.6332745558360164,0.0012826263269000054,0.7974238555632858,3.365982859097739,0.0,1.0,0.2,0.1276594367154087,1.0,0.0,1.0,8.0,12.0,-0.6012724433567604,0.24742475755884866,2.6332745558360164,0.0003161757912442509
USDCAD,2025-02-14 00:00:00+00:00,2025-02-19 12:00:00+00:00,1,1.4182599999999996,0.0026299832188741053,22,2.5462011442695593,0.001583582530533059,0.9286842742448032,2.669902912621493,0.0,1.0,0.6,1.03020969644368,2.0,0.0,0.0,46.0,20.0,-0.26493506493506136,0.15657482263652847,2.5462011442695593,8.46107201782466e-05
AUDCAD,2025-02-20 08:00:00+00:00,2025-02-25 08:00:00+00:00,-1,0.9052832738000001,0.0014120749128990451,19,2.2563803032018446,0.0007394599908946085,0.32925770383196173,1.9496482402537307,0.0,2.0,0.3,0.4938178334603305,0.0,0.0,1.0,25.0,4.0,0.028208268630094447,0.205342897837863,2.2563803032018446,0.00033138798504552685
EURJPY,2025-02-21 16:00:00+00:00,2025-02-27 08:00:00+00:00,1,155.972034,0.006006569485398605,23,2.096454507098104,0.0027479545165346956,0.7984563693280677,3.3556266328727,1.0,2.0,0.4,1.2238550400712656,0.0,0.0,0.0,13.0,12.0,-0.3852003350203602,0.4040708720163775,2.096454507098104,0.00019234217334115165
EURGBP,2025-02-28 20:00:00+00:00,2025-03-04 08:00:00+00:00,1,0.8252152118590151,0.0027028925223300092,10,2.252594382152348,0.000884662777044365,0.6864600419245035,2.4497007296343143,0.0,1.0,0.5,0.52388938420961,0.0,0.0,1.0,14.0,16.0,0.29286004327560805,0.16590235983892157,2.252594382152348,0.00036354152915355354
AUDNZD,2025-03-17 04:00:00+00:00,2025-03-24 00:00:00+00:00,1,1.0988272532635268,-0.0017765791922983757,30,2.2757703757723067,0.0006884815047538348,0.45452463835278745,1.7513039097161454,0.0,2.0,0.3,0.5167084835277566,1.0,0.0,0.0,11.0,0.0,-0.1231364043166166,0.18677308672884504,2.2757703757723067,0.000273018346704632
AUDCAD,2025-03-17 20:00:00+00:00,2025-03-19 04:00:00+00:00,-1,0.912105294,0.005536125306164289,8,2.0609700955027184,0.0011841992114562134,0.2582499540700032,0.918619412282518,0.0,6.0,0.2,0.6033047024438842,0.0,0.0,0.0,12.0,16.0,-0.2240181816472777,0.23471348644100315,2.0609700955027184,0.00032890939453312726
USDCHF,2025-03-18 16:00:00+00:00,2025-03-20 08:00:00+00:00,1,0.87651,0.006286294508904619,10,2.0362643753286385,0.0012393865344219439,1.0730997392929438,3.121890547263657,0.0,4.0,0.2,0.5644215600599215,1.0,0.0,0.0,2.0,12.0,-0.3147410358565552,0.035168566577736184,2.0362643753286385,0.00011408882956269752
GBPUSD,2025-03-18 20:00:00+00:00,2025-03-20 08:00:00+00:00,-1,1.299955,0.0034924285840664837,9,2.2152300044927817,0.0012359561774476847,0.5605559006255953,1.6595579682047557,0.0,2.0,0.3,0.2713978792747032,1.0,0.0,1.0,11.0,16.0,0.2616822429906009,0.2035430891308346,2.2152300044927817,6.923316576343028e-05
NZDUSD,2025-03-18 20:00:00+00:00,2025-03-20 04:00:00+00:00,-1,0.58169,0.00785641836717159,8,2.0506181797869014,0.0015792389708789993,0.09902159131852217,0.9912854030500641,0.0,1.0,0.3,-0.06803935348424313,2.0,0.0,1.0,17.0,16.0,0.09890109890101846,0.24568245125347915,2.0506181797869014,0.00024067802437724559
AUDNZD,2025-04-17 16:00:00+00:00,2025-04-25 00:00:00+00:00,1,1.0700833489633923,0.0012530003728055913,33,2.091111805109818,0.001702332838402286,0.2977234027671998,1.3881402526452558,0.0,3.0,0.2,0.8138409764906013,1.0,0.0,0.0,6.0,12.0,0.377728933440695,0.12973094617480632,2.091111805109818,0.0002803519934130505
EURCAD,2025-04-21 08:00:00+00:00,2025-04-22 12:00:00+00:00,-1,1.5935759388,0.0070101630101244115,7,2.0743034271495935,0.0017428528181712493,0.46749484746373415,3.119131030022975,0.0,3.0,0.3,0.8738749161613276,4.0,0.0,0.0,3.0,4.0,0.11639158565916595,0.2689629023025613,2.0743034271495935,0.00018825585445642903
USDJPY,2025-04-22 04:00:00+00:00,2025-04-22 20:00:00+00:00,1,140.2865,0.017186258121772255,4,2.1211973992898936,0.0023381296423464417,0.5736462887321476,3.285784554845109,0.0,1.0,0.4,0.30220226020403174,0.0,0.0,1.0,50.0,0.0,0.1197604790418912,0.3496186353329207,2.1211973992898936,4.9897887537289756e-05
GBPUSD,2025-04-28 20:00:00+00:00,2025-04-30 08:00:00+00:00,-1,1.343415,0.005724217758473723,9,2.406264875978614,0.0016862588307643535,0.7144849299442253,2.465605611006189,0.0,5.0,0.3,0.9455206492946846,0.0,0.0,0.0,3.0,16.0,0.08971553610498965,0.2081859525012608,2.406264875978614,6.699344580788513e-05
EURJPY,2025-05-01 12:00:00+00:00,2025-05-05 08:00:00+00:00,-1,164.06479775,0.005443463328195733,12,2.23387621793057,0.0020689238064818577,0.3570928366610122,1.2214846593347888,0.0,5.0,0.2,1.0310955138182964,1.0,0.0,0.0,3.0,8.0,-1.9180155939673111,0.16876976348219813,2.23387621793057,0.00018285458191777157
GBPJPY,2025-05-13 12:00:00+00:00,2025-05-15 00:00:00+00:00,-1,196.15385288000002,0.010835827330398255,9,2.1184005916513042,0.002158320184895646,0.12209976917197563,1.1330949382394535,0.0,2.0,0.3,0.13605196879414094,1.0,0.0,2.0,20.0,8.0,-1.203127201684332,0.35464786951493876,2.1184005916513042,0.00015294117122620547
EURJPY,2025-05-13 16:00:00+00:00,2025-05-15 00:00:00+00:00,-1,164.94803328,0.00826542004102399,8,2.089627754742846,0.001498931494015537,0.6718297436633984,3.2970607511885412,0.0,3.0,0.3,0.6328810299627665,1.0,0.0,0.0,11.0,12.0,0.24646670995156386,0.19589929102348538,2.089627754742846,0.000181875463462331
USDCAD,2025-06-02 08:00:00+00:00,2025-06-09 20:00:00+00:00,1,1.37066,-0.0005107028730684074,34,2.04563210541771,0.0014509017345673788,0.6682779188388055,3.0797233345466846,0.0,3.0,0.2,0.44473639583649377,0.0,0.0,0.0,6.0,4.0,0.5957446808510884,0.2762439557011371,2.04563210541771,8.754906395459123e-05
AUDUSD,2025-06-05 16:00:00+00:00,2025-06-11 16:00:00+00:00,-1,0.65066,0.0010604616850581167,25,2.087948338453758,0.0016901343681195503,0.22596750647747776,0.791027154663601,0.0,3.0,0.5,0.5426009458910527,0.0,0.0,0.0,8.0,12.0,1.2537313432835648,0.19725274725274874,2.087948338453758,0.00012295207942704332
NZDCAD,2025-06-10 04:00:00+00:00,2025-06-11 00:00:00+00:00,-1,0.8275166874,0.0024523191264893118,5,2.0946925663462617,0.001032235278110987,0.22575306717060384,1.2236512459306186,0.0,8.0,0.1,0.24172470946734217,0.0,0.0,0.0,7.0,0.0,2.2309014325406404,0.26175338904658046,2.0946925663462617,0.0003625304535459934
EURJPY,2025-06-11 12:00:00+00:00,2025-06-18 20:00:00+00:00,-1,165.98900403999997,-0.0022360499247926877,33,2.03046317931481,0.0012920383585844726,0.28655181540292385,2.3221311657053514,0.0,2.0,0.3,0.4507044929926754,1.0,0.0,1.0,27.0,8.0,0.23817173438752703,0.3370600788461516,2.03046317931481,0.00018073486357427995
EURCHF,2025-06-11 16:00:00+00:00,2025-06-12 20:00:00+00:00,-1,0.9419710868999999,0.004543949766107922,7,2.2882464079592615,0.00102525257960323,0.43028184717762885,1.6763719324749362,0.0,3.0,0.3,0.7776371258435179,0.0,0.0,1.0,8.0,12.0,-0.515685094044523,0.22064093706413615,2.2882464079592615,0.00031848111281981226
USDCAD,2025-06-12 12:00:00+00:00,2025-06-17 16:00:00+00:00,1,1.36172,0.002041535704843853,20,2.2824445062856435,0.0009191002172618213,1.2510472367458823,3.793532338308589,0.0,1.0,0.5,0.7897896421183725,3.0,0.0,0.0,12.0,8.0,-0.6360655737704369,0.23424494649227046,2.2824445062856435,8.812384337455571e-05
EURCAD,2025-06-20 16:00:00+00:00,2025-07-03 08:00:00+00:00,-1,1.5821049555999998,-0.012342323327465059,54,2.354850178021299,0.0012617169649625217,0.5966514651260995,2.7883746487444125,0.0,2.0,0.1,0.3847647599370669,0.0,0.0,0.0,17.0,12.0,0.1060816385707837,0.14093145702502624,2.354850178021299,0.00018962079534491289
EURJPY,2025-06-20 16:00:00+00:00,2025-07-01 04:00:00+00:00,-1,168.31658611999995,-0.0018814301507651832,41,2.4146893219342385,0.0016099309654398748,0.4413427144678961,1.7757405447619496,0.0,2.0,0.4,0.34352433989414194,1.0,0.0,0.0,9.0,12.0,-0.643344391621841,0.24732884475408629,2.4146893219342385,0.00017823555415157804
USDJPY,2025-06-23 04:00:00+00:00,2025-06-24 00:00:00+00:00,-1,147.3295,0.012970925714130792,5,2.416239101774333,0.0017355164944546889,0.446178976295839,2.392909896602603,0.0,2.0,0.3,0.48736441125954355,0.0,0.0,2.0,16.0,0.0,-1.30864197530866,0.34307371196308556,2.416239101774333,4.7512548403408685e-05
GBPJPY,2025-06-23 08:00:00+00:00,2025-06-30 04:00:00+00:00,-1,197.67133722000003,0.0008618105305296133,30,3.3126181441599596,0.0020793935288915314,1.355009970007119,4.600235777866887,1.0,3.0,0.4,0.7877619934567873,0.0,0.0,0.0,9.0,4.0,0.2707361133392317,0.22865226222787186,3.3126181441599596,0.0001517670716549625
USDCHF,2025-06-24 16:00:00+00:00,2025-07-03 16:00:00+00:00,1,0.80518,-0.011897960704438795,43,2.7948095785705473,0.0020154031073573403,0.8549076506491005,3.350491343004272,0.0,2.0,0.3,0.5250027285042062,1.0,1.0,0.0,7.0,12.0,0.05307262569833017,0.19208770257387886,2.7948095785705473,0.00012419583198787848
EURUSD,2025-06-25 20:00:00+00:00,2025-07-03 16:00:00+00:00,-1,1.16828,-0.005572294313007156,36,2.327060372910502,0.0018891620148681356,0.6178456096137599,2.8539576365662644,0.0,3.0,0.5,1.1318516389391142,3.0,0.0,0.0,13.0,16.0,-0.648437499999958,0.158810503005377,2.327060372910502,5.1357551271955354e-05
GBPUSD,2025-06-26 00:00:00+00:00,2025-07-02 08:00:00+00:00,-1,1.371015,0.0034572925897966562,27,2.153758279062714,0.002097170571994726,0.17768103154444126,1.1445058908391672,0.0,3.0,0.3,0.7496324117068598,1.0,0.0,0.0,13.0,20.0,-0.9033613445377437,0.13920733704552865,2.153758279062714,6.56447960087964e-05
GBPCHF,2025-06-30 12:00:00+00:00,2025-07-07 12:00:00+00:00,1,1.0892941656000001,-0.0025197518601309393,31,2.622809085920282,0.0009864080196302356,0.797594102896134,2.618167260555012,0.0,2.0,0.3,0.37555575521280204,0.0,0.0,0.0,8.0,8.0,-1.6614787882034459,0.1836410618871735,2.622809085920282,0.0002754076992919129
EURGBP,2025-06-30 16:00:00+00:00,2025-07-07 12:00:00+00:00,-1,0.8580638485749257,-0.0029291595909822724,30,2.355009531861054,0.0010892614270819074,1.557834386387589,4.1329811523744295,1.0,1.0,0.3,0.5841775189440227,0.0,0.0,0.0,3.0,12.0,-0.13294098107362953,0.10898130776998635,2.355009531861054,0.0003496243321499218
EURCHF,2025-07-01 08:00:00+00:00,2025-07-03 08:00:00+00:00,1,0.9315342482,0.003519458040684003,12,2.326070556717577,0.0009359091460320211,0.8205734945917231,4.748387650202567,0.0,3.0,0.3,0.6491816473583869,2.0,0.0,0.0,19.0,4.0,-0.04243480701107044,0.2789043360063508,2.326070556717577,0.0003220493509279867
EURAUD,2025-07-07 04:00:00+00:00,2025-07-08 08:00:00+00:00,-1,1.8057540590405907,0.00733903599197349,7,3.5808751050807275,0.0014885863375169656,1.6923335096299474,4.674139324374237,1.0,3.0,0.3,0.48961703267102574,1.0,0.0,1.0,7.0,0.0,0.05698771322561593,0.24837982234851919,3.5808751050807275,0.00016613558114297804
EURJPY,2025-07-07 04:00:00+00:00,2025-07-16 16:00:00+00:00,-1,170.52758832000006,-0.008879822760164788,46,2.008203492631249,0.001513182293493293,0.43061872044630034,1.4038404197290748,0.0,2.0,0.7,13.866042756639178,0.0,0.0,1.0,22.0,0.0,-0.36495308365660195,0.17011099914283706,2.008203492631249,0.00017592461311130556
EURCHF,2025-07-09 16:00:00+00:00,2025-07-16 08:00:00+00:00,1,0.9312362689999998,0.001614933019753534,29,2.290178257301959,0.001095830337816764,0.4934291450746291,1.1727321132005681,0.0,3.0,0.3,0.5216586515920223,1.0,0.0,0.0,7.0,12.0,-0.38373123381483976,0.09695918734338992,2.290178257301959,0.0003221524010465706
AUDCAD,2025-07-10 16:00:00+00:00,2025-07-15 12:00:00+00:00,-1,0.9001507071,0.006653930450486995,18,2.0350088223055933,0.0013022488296449387,0.7298388080054072,2.5353364547927812,0.0,4.0,0.1,0.5171051922254187,2.0,0.0,0.0,7.0,12.0,-0.5467337454659921,0.026132407242567678,2.0350088223055933,0.0003332775252340854
AUDNZD,2025-07-10 16:00:00+00:00,2025-07-17 04:00:00+00:00,-1,1.0920837339411522,-0.0009054840248475317,28,2.0131368867754995,0.000865761156709356,0.41450697104626033,3.3272382173301653,0.0,1.0,0.3,0.612563509320432,1.0,0.0,2.0,39.0,12.0,-0.2651403332894655,0.4874067113705151,2.0131368867754995,0.0002747042105620866
GBPCHF,2025-07-11 12:00:00+00:00,2025-07-16 08:00:00+00:00,1,1.0751411551999999,0.001966628279248507,18,2.6899613563970717,0.0014192116180666678,1.0608376760138545,3.4387927137126497,0.0,3.0,0.4,1.3563154515479832,2.0,0.0,0.0,19.0,8.0,-0.05796907933214924,0.10598725899625173,2.6899613563970717,0.0002790331283934466
EURGBP,2025-07-11 16:00:00+00:00,2025-07-17 08:00:00+00:00,-1,0.8658118134534595,0.0015917769831638043,23,2.1879961494537565,0.001133532815388089,0.23621519113180667,0.8638744033799903,0.0,3.0,0.4,1.6793795517475514,0.0,0.0,0.0,3.0,12.0,0.41662277330909214,0.032999351019617554,2.1879961494537565,0.0003464956187227239
NZDCAD,2025-07-15 16:00:00+00:00,2025-07-18 00:00:00+00:00,1,0.8155931377,0.0029703083412788113,14,2.610673938686886,0.0016062093348046935,1.9722495799827184,6.32661796987661,1.0,2.0,0.3,0.47302417913514516,0.0,0.0,0.0,10.0,12.0,-0.07235365730738107,0.1280863801043664,2.610673938686886,0.00036783046121012015
USDJPY,2025-07-15 16:00:00+00:00,2025-07-21 04:00:00+00:00,-1,148.8425,0.004958261249307122,22,2.133067019994421,0.0017137380805955847,0.6335993515040259,6.1482292807596775,1.0,3.0,0.1,0.7392181344817621,1.0,0.0,1.0,41.0,12.0,-0.10570071258907039,0.501405571173018,2.133067019994421,4.70295782454608e-05
AUDUSD,2025-07-23 12:00:00+00:00,2025-07-25 12:00:00+00:00,-1,0.6588999999999999,0.005220822583092855,12,2.1687290755307,0.0019165317384455152,0.590858725572109,2.126068376068368,0.0,3.0,0.4,0.6006946545803761,1.0,0.0,0.0,6.0,8.0,0.4321608040201319,0.13031026252983258,2.1687290755307,0.0001214144786765822
AUDCAD,2025-07-24 04:00:00+00:00,2025-07-28 04:00:00+00:00,-1,0.8993554975999999,0.003350066139630295,13,2.1088892315054997,0.0011368210655161462,0.7313210230176168,2.4743886893099556,0.0,8.0,0.1,0.35991371520964555,2.0,0.0,0.0,5.0,0.0,0.1558575541267506,0.17024206092577376,2.1088892315054997,0.0003335722089880735
GBPUSD,2025-07-29 04:00:00+00:00,2025-08-04 20:00:00+00:00,1,1.3333049999999997,-0.0027225578543542974,29,2.0054194240715577,0.0012039297797881469,0.23095362022359955,1.1909385113269049,0.0,1.0,0.5,0.5864429915530487,1.0,0.0,0.0,6.0,0.0,-0.44565217391305134,0.11973575557390706,2.0054194240715577,6.750143440548114e-05
