instr,entry,exit,dir,ret,bars_held,year,z_sig,z_sigprev,z_cf_sig,z_entry_raw,z_cf_entry,gap_sig,gap_entry,gap_sig_atr,gap_entry_atr,gap_sig_bd_bps,gap_entry_bd_bps,gap_z_share,delta_sig_h,delta_entry_h,wknd_sig,wknd_entry,sessgap_sig,sessgap_entry,holiday,gap_made,gap_alone,gap_saved,r1,r2,r3,ret_path,filled_18
USDJPY,2023-11-29 00:00:00+00:00,2023-11-30 16:00:00+00:00,1,0.006205339715192648,10,2023,-2.3195382171919965,-1.971718463353505,-2.320637329806127,-1.9650087424647273,-1.931739351685157,0.0010000000000047748,-0.028999999999996362,0.004801920768330326,0.13447716206815127,-0.06783202078405506,1.9719171794782147,-0.03886325654326288,4.0,4.0,False,False,False,False,False,False,False,False,0.00038020490328549705,0.0022404931800745764,0.0006925160738413538,0.006253012784390055,1.0
USDCAD,2023-12-01 20:00:00+00:00,2023-12-05 04:00:00+00:00,1,0.005477482285273939,9,2023,-2.055274177008175,-1.8444525590229586,-2.1243906187650805,-1.9724782302208062,-1.9724782301584483,0.0004899999999998794,0.0,0.3766333589545586,0.0,-3.625735321320651,-0.0,-0.44434316194958773,4.0,4.0,False,False,False,False,False,False,False,False,-0.00013342228152102287,0.0019346230820547206,0.003357794084945631,0.005566674079015677,1.0
EURAUD,2023-12-14 04:00:00+00:00,2023-12-14 12:00:00+00:00,1,0.011715821284350116,2,2023,-2.750933065655485,-1.2622909027748674,-2.74583687173642,-2.911976489029615,-2.895455680505344,-3.340511707272675e-05,-0.0001209646272770648,0.012491314562610758,0.04330961337744399,0.2045838954893722,0.7446792666404644,0.006908134843712724,4.0,4.0,False,False,False,False,False,False,False,False,0.004056702304924498,0.01190188590843655,0.01190188590843655,0.01190188590843655,1.0
USDCHF,2023-12-19 16:00:00+00:00,2024-01-02 08:00:00+00:00,1,-0.012522797764947776,50,2023,-2.388103347158179,-1.336962856879852,-2.3816121294754895,-2.035863683252863,-2.0519425015315886,-4.0000000000040004e-05,9.999999999998899e-05,0.031213421771392715,0.08183306055645537,0.46189909814247276,-1.1632505874414185,0.009790126767473435,4.0,4.0,False,False,False,False,False,False,False,False,-0.00013940844350468495,0.0005343990334347737,0.00016264318408887313,-0.012407351471920847,0.0
GBPAUD,2023-12-20 08:00:00+00:00,2023-12-28 04:00:00+00:00,1,0.0011383832169707955,32,2023,-2.1906223410989756,-1.6925967484221223,-2.184712630195136,-2.2397552273962997,-2.2069594493475355,-8.328218229358697e-05,-0.0004886541215685103,0.02576303195496822,0.1497275579975678,0.44319037981448434,2.611326258117436,0.019224620668472556,4.0,4.0,False,False,False,False,False,False,False,False,0.001276761187708697,0.002912777895159646,0.0037499726510805687,0.0012990358497213528,0.0
GBPCHF,2023-12-21 12:00:00+00:00,2024-01-03 08:00:00+00:00,1,-0.004989282801387699,44,2023,-2.12498942944497,-1.9657124341414232,-2.198522073365846,-2.6472552682968002,-2.6308445931452344,0.0004230548000001555,-0.0001039697999998257,0.2851847793720527,0.06594493369878161,-3.8829029285538343,0.9555857844199805,-2.144586297673333,4.0,4.0,False,False,False,False,False,False,False,False,0.002483140406802864,0.0015919775610320208,0.00208765532018651,-0.004713292964326432,0.0
USDCAD,2023-12-26 16:00:00+00:00,2023-12-29 08:00:00+00:00,1,0.0038934969511041796,16,2023,-2.123437600728544,-1.5622912777288533,-2.13643291722257,-2.1460050455338746,-2.164806364205471,8.999999999992347e-05,0.00013000000000018552,0.09928295642573048,0.1407688142936515,-0.679373466691251,-0.9843115876202793,-0.029689416346553865,4.0,4.0,False,False,False,False,True,False,False,False,-0.0003484610897741547,-0.00046208970600492005,-0.00040148777734849705,0.003984576809157092,1.0
EURUSD,2023-12-27 16:00:00+00:00,2023-12-29 16:00:00+00:00,-1,0.0054138779039914235,12,2023,2.5967279037864843,1.7916151549287094,2.608620964001118,2.300285703627293,2.3384056019828314,-7.00000000000145e-05,-0.00022999999999995246,0.06306306306307423,0.20918599363342064,-0.6329743464541184,-2.070728896571165,-0.05707257747349687,4.0,4.0,False,False,False,False,True,False,False,False,-0.0006125353559010005,-0.0015313383897526123,-0.0013782045507773066,0.005467778838704862,1.0
EURCHF,2023-12-27 20:00:00+00:00,2024-01-07 20:00:00+00:00,1,-0.0056694470262992945,38,2023,-2.8392365702746756,-1.7438940411215345,-2.6732037042999113,-2.8544274656904225,-2.903957243485395,-0.000583267599999937,0.00017624130000015725,0.6148628955622437,0.1853441937178213,6.206645835933151,-1.882622679290866,0.6482975511458318,4.0,4.0,False,False,False,False,True,False,False,False,-0.002325129427473649,-0.0029409413417154084,-0.006185855070697466,-0.0053497931638090135,0.0
USDJPY,2023-12-28 08:00:00+00:00,2024-01-02 08:00:00+00:00,1,0.007136947729846889,13,2023,-2.435193281765685,-1.9485793276097385,-2.4262547950856104,-2.2870612426548442,-2.2090230730882956,-0.008000000000009777,-0.07200000000000273,0.043596730245285036,0.405177265053476,0.5661352072415612,5.112910097997637,0.17383060673021122,4.0,4.0,False,False,False,False,True,False,False,False,0.00048290995859767705,0.004566339755562421,0.004431409031836697,0.00718683644265794,1.0
NZDCAD,2024-01-18 08:00:00+00:00,2024-01-24 08:00:00+00:00,1,-0.002035671214147533,25,2024,-2.0588897234907773,-1.9538610435168042,-2.0656487996169473,-1.8004364785037665,-1.7948253871592228,2.6857499999977108e-05,-2.2522099999977563e-05,0.026309059890502227,0.02213296441683138,-0.325145634191116,0.27294027771567836,-0.1464939097318274,4.0,4.0,False,False,False,False,False,False,False,False,-0.0013438641474646795,-0.002286506259612353,-0.0006231680746451307,-0.0016727144331091237,0.0
EURGBP,2024-01-25 16:00:00+00:00,2024-01-30 08:00:00+00:00,1,0.002040661779003409,17,2024,-2.129706518425954,-0.932379115514983,-2.146303100109068,-1.9142901616381451,-1.8400207544297462,3.926958570599215e-05,-0.0001750777738228626,0.06702492422253392,0.33019479405167235,-0.45893453757897806,2.052614231887806,-0.01554538874641817,4.0,4.0,False,False,False,False,False,False,False,False,0.0004828461878203516,8.252045623780013e-05,-4.2545761171908225e-05,0.002392648939733899,0.0
AUDCAD,2024-02-01 00:00:00+00:00,2024-02-02 08:00:00+00:00,1,0.0016151912404199662,8,2024,-2.1796136519398686,-1.1049035726702265,-1.9885193544277484,-1.9109069160339478,-1.9618071023593269,-0.00045078060000014464,0.00012391439999992482,0.46295550574032146,0.13318870656186857,5.0999248020397445,-1.4058252195391587,0.21349018013867768,4.0,4.0,False,False,False,False,False,True,False,False,-0.002938095186328815,-0.006113137659486068,-0.004597841462734786,0.001955694379860873,0.0
AUDCHF,2024-02-01 08:00:00+00:00,2024-02-06 04:00:00+00:00,1,0.006400669867113831,18,2024,-2.6641724645765215,-1.7658135733011424,-2.642470340859058,-3.35684060388038,-3.3210846657621915,-5.0083800000044754e-05,-0.00010198849999998316,0.08676143404218022,0.15424904986237353,0.8841063709538283,1.806978632322568,0.09267028846795732,4.0,4.0,False,False,False,False,False,False,False,False,0.0028562152250330985,0.002537690206002363,0.0028850079948206098,0.006936058234927378,0.0
AUDCAD,2024-02-08 16:00:00+00:00,2024-02-09 12:00:00+00:00,1,0.004892533040020695,5,2024,-2.0538492311370518,-1.4841641062713469,-2.0522661957502053,-2.0198318509788598,-1.966837152073936,-6.014100000006906e-06,-0.00020096480000009187,0.006306138272383167,0.21845462696208223,0.06869474488327815,2.3014166059968666,0.0030688740471386884,4.0,4.0,False,False,False,False,False,False,False,False,0.001856058795176807,0.0011615582560293713,0.002798055504328323,0.005237003947527574,1.0
AUDNZD,2024-02-08 16:00:00+00:00,2024-02-13 00:00:00+00:00,1,0.0033532549653352882,15,2024,-2.067705959829458,-1.8252456768584973,-2.0385015187341518,-2.0869777120258215,-2.0667812558053598,-0.00010612779495788871,-7.354451154628627e-05,0.13213932039690057,0.0918147839386026,0.9951012267739725,0.6902579560512325,0.16711713089729135,4.0,4.0,False,False,False,False,False,False,False,False,-0.0019199214355859473,-0.00474643005124753,-0.0035451611515735504,0.003635383820896676,1.0
AUDUSD,2024-02-13 16:00:00+00:00,2024-02-14 20:00:00+00:00,1,0.00838001831189214,7,2024,-2.0777647196120137,0.017332551986499672,-2.090349995488962,-2.4792587847609653,-2.514272798778338,4.0000000000040004e-05,0.00012000000000000899,0.049382716049432125,0.14345487148835484,-0.6134404809379506,-1.8577001671931541,-0.006238572745259845,4.0,4.0,False,False,False,False,False,False,False,False,0.001443314968572862,0.0025917591371149573,0.004997284084736542,0.008504694653526768,0.0
USDCHF,2024-02-13 16:00:00+00:00,2024-02-15 20:00:00+00:00,-1,0.009054461912698606,13,2024,2.495980126792658,1.6449534104582733,2.517011442458572,2.606989687818941,2.5961174428357587,-0.00014999999999998348,8.000000000008001e-05,0.13648771610553548,0.0686106346484391,-1.7039258451470316,0.902527075813177,-0.05923536878092557,4.0,4.0,False,False,False,False,False,False,False,False,0.0006418846634609343,0.0016779090325559354,0.0014752086125154884,0.009166563439600872,1.0
USDJPY,2024-02-13 16:00:00+00:00,2024-02-19 00:00:00+00:00,-1,0.0061578028111132265,21,2024,2.15713067430488,0.9313440307878691,2.1742339865941407,2.3719850513852987,2.3813412251165067,-0.018000000000000682,-0.010000000000019327,0.10781671159029786,0.059808612440306066,-1.2050289876418039,-0.664045898853812,-0.01600450732696531,4.0,4.0,False,False,False,False,False,False,False,False,0.0009677269684295053,0.0023464064850964306,0.0027706155671477495,0.006204057825000553,0.0
EURUSD,2024-02-13 20:00:00+00:00,2024-02-15 12:00:00+00:00,1,0.0048745867807183435,10,2024,-2.031193017149197,-1.6680340824778463,-2.0748684759702885,-1.8272567538509277,-1.8324343124788072,0.00017999999999984695,2.0000000000131024e-05,0.15260703687990274,0.01743679163045411,-1.6796371983637248,-0.18689492767288737,-0.13156609313116183,4.0,4.0,False,False,False,False,False,False,False,False,0.00040155767021854416,-7.47084037614476e-05,-4.669275235091863e-05,0.004930754648263536,1.0
AUDNZD,2024-02-21 12:00:00+00:00,2024-02-26 00:00:00+00:00,1,0.0013379654164469997,16,2024,-2.1729587718257273,-1.9731022017108493,-2.1243842525878023,-1.8097879708485585,-1.7954278772216183,-0.00012828497290695573,-3.7181163913047044e-05,0.1720292813412645,0.04947246970422861,1.209876349433494,0.3508426839336224,1.8058920182146507,4.0,4.0,False,False,False,False,False,False,True,False,-0.0007248466939493436,-0.00021211703695589446,-0.0018837537921245762,0.0016210241087859512,1.0
EURJPY,2024-02-22 20:00:00+00:00,2024-02-29 00:00:00+00:00,-1,0.003142075712071663,26,2024,2.0430630014536284,1.7379812434603512,2.054422479598337,1.8794673426593969,1.8925924133345087,-0.0071432000000015705,-0.008234649999991461,0.04798856438262451,0.05539721157596746,-0.43904702483557306,-0.5054077902256946,-0.043353683128365926,4.0,4.0,False,False,False,False,False,False,False,False,-4.392757380400347e-05,-0.0009238970486624698,-0.0013627039471206803,0.003325958002539098,0.0
EURCHF,2024-02-26 16:00:00+00:00,2024-02-27 20:00:00+00:00,-1,0.002253665647706332,7,2024,2.0425845822762594,1.7603493248030806,2.0484643116822236,1.8820864412382696,1.9179012688224812,-1.3822500000149063e-05,-8.618930000015013e-05,0.02246407253742731,0.15407529745457085,-0.144795844215581,-0.9020561484040721,-0.024534583101562,4.0,4.0,False,False,False,False,False,False,False,False,0.0005305443976139079,0.0008795967879534627,0.0012781399855977815,0.002567320517258498,1.0
GBPAUD,2024-03-05 08:00:00+00:00,2024-03-06 12:00:00+00:00,-1,0.005927488090941937,7,2024,2.2067398380772767,1.8002803731517567,2.1989706033212673,1.798616305456946,1.7882546877641643,6.151858630287776e-05,7.898022996877252e-05,0.03052193116679741,0.038208664533781196,0.3152162777685379,0.403972891756623,0.038900707349673144,4.0,4.0,False,False,False,False,False,False,False,False,6.405619694449527e-06,-0.00023705730754164378,-0.0003945513922545274,0.006080662738385589,1.0
GBPCHF,2024-03-06 12:00:00+00:00,2024-03-12 04:00:00+00:00,-1,0.0017460573524372932,23,2024,2.190161953596759,1.787297047897713,2.1388450946659243,1.5142608256580472,1.4787898152568206,0.00021442270000004982,0.00014377100000007026,0.21415488753466427,0.13201043460078915,1.9080185856514082,1.2770435515398364,0.24126068032265485,4.0,4.0,False,False,False,False,False,False,False,False,-0.00043878731284974215,0.00022674318865256726,0.0008300990398568686,0.0020128275288314734,1.0
AUDCHF,2024-03-08 08:00:00+00:00,2024-03-12 16:00:00+00:00,-1,0.004513500249729522,15,2024,2.063856705626466,1.9772013736056173,2.0765559443574784,2.0258030147663035,2.0413079619271124,-4.154699999991962e-05,-5.286030000006825e-05,0.0638812595497464,0.08240034361662839,-0.7144884866814093,-0.9080289630191565,-0.5570177128803362,4.0,4.0,False,False,False,False,False,False,False,False,0.002089477068131118,0.0021472010944524333,0.0036035575173680723,0.005027418206842493,1.0
GBPAUD,2024-03-19 08:00:00+00:00,2024-03-20 16:00:00+00:00,-1,0.0029013830480998106,8,2024,2.54992026269957,1.965997872254284,2.555326762791027,2.156261586935925,2.0760123073469265,-2.637224876811395e-05,0.0003823197581676041,0.020064709015534806,0.2805984139124468,-0.13558837462652412,1.9624190062746694,-0.15900475793426014,4.0,4.0,False,False,False,False,False,False,False,False,-4.6135027411242646e-05,-0.0002593108685466916,-0.001003067865327667,0.0030552321804060423,1.0
USDCAD,2024-03-20 12:00:00+00:00,2024-03-20 16:00:00+00:00,-1,0.00566992066534942,1,2024,2.067626537364252,1.9976732193392015,2.030637679216471,1.2389060833564471,1.305658691484807,0.00015999999999993797,-0.00026999999999999247,0.1678908709338233,0.26431718061672477,1.177622233507312,-1.9861995909899546,15.897011166960231,4.0,4.0,False,False,False,False,False,False,True,False,0.005758143238421165,0.005758143238421165,0.005758143238421165,0.005758143238421165,1.0
AUDNZD,2024-03-20 16:00:00+00:00,2024-04-09 20:00:00+00:00,-1,-0.009781933508679336,88,2024,2.1970980349791227,1.9557170854616575,2.1668048152751056,2.2173366469293105,2.322728391766002,0.00010130669686092553,-0.0003724263988367227,0.16612025217507057,0.6749798358617276,0.9372847165045849,-3.44203028456581,0.6840836927702126,4.0,4.0,False,False,False,False,False,False,False,False,-0.000980496898415728,-0.0037410644551154615,-0.0037522822486211194,-0.009503452813386826,0.0
GBPJPY,2024-03-21 08:00:00+00:00,2024-03-22 04:00:00+00:00,-1,0.008804700082987836,5,2024,2.1884817376583294,1.8339446323800839,2.1936858427014667,1.635510405889898,1.6266782572775336,-0.009029279999992923,0.01487362000000303,0.03243155251405863,0.04817117934095974,-0.4688928657946794,0.7693495435504387,-0.03133957738149696,4.0,4.0,False,False,False,False,False,False,False,False,0.0030527735004488576,0.0037379644942371337,0.003325044973686464,0.008959768862533357,1.0
EURJPY,2024-03-21 08:00:00+00:00,2024-03-24 20:00:00+00:00,-1,0.007889919627597629,10,2024,2.185167404209677,1.8005604090777048,2.1871276227994407,1.7891563981022136,1.7960611245312281,-0.003009759999997641,-0.010409600000002683,0.011661297163584097,0.03858590186960652,-0.18289894833090375,-0.6298778021454057,-0.00982863322522215,4.0,4.0,False,False,False,False,False,False,False,False,0.0013278573636124058,0.0010688020185424252,0.0009355718187721296,0.008071179871090184,1.0
EURGBP,2024-03-21 16:00:00+00:00,2024-03-27 12:00:00+00:00,-1,0.0012671937743567233,24,2024,3.685218297250992,1.9291066229160672,2.1134351943155503,3.900342494008163,3.7514683973834417,0.001429274939897196,0.00019855940583279885,3.3578627783557455,0.45957034780776734,16.699154958848737,2.3158925948252946,22.17108519283204,4.0,4.0,False,False,False,False,False,False,True,False,0.00028097958407036216,0.0010841668457437503,-0.0005390616751708155,0.0016165453606360458,0.0
GBPCHF,2024-03-26 20:00:00+00:00,2024-03-28 12:00:00+00:00,-1,0.0027826731461667222,10,2024,2.020654453707433,1.8639917406563378,1.9833603260300006,1.8734709320365242,1.8676887273484706,0.00019681339999988445,3.1033699999793996e-05,0.16159632239683772,0.028846606944819823,1.7265482339056732,0.2719262074180649,0.2742048744495618,4.0,4.0,False,False,False,False,False,True,False,False,0.000802324797161913,-0.0020067186279204563,-0.002457917367777007,0.003045214419572728,1.0
NZDCAD,2024-03-28 12:00:00+00:00,2024-04-03 12:00:00+00:00,1,0.0018079605151308737,25,2024,-2.116966580624221,-1.6923418143330897,-2.1287437985269233,-2.371382653274013,-2.3807838508368913,4.451760000001581e-05,3.669899999991788e-05,0.060471616010968926,0.04606116481884462,-0.5480777546350486,-0.4527949695767947,-0.03828020332751106,4.0,4.0,False,False,False,False,False,False,False,False,-0.0002663835563321282,-0.0009370791793323896,-0.0006265971265460024,0.0021789947867068005,0.0
AUDCHF,2024-04-04 04:00:00+00:00,2024-04-10 12:00:00+00:00,-1,0.00578927284663217,27,2024,2.4126247059817594,1.900528862774027,2.379027867900292,3.414352725080338,3.40954429656854,8.372419999991276e-05,1.5613400000002997e-05,0.11075903065457257,0.020634213909193178,1.4118124401339265,0.26267237842874736,0.33775463936985184,4.0,4.0,False,False,False,False,False,False,False,False,-0.002030641678568257,-0.0014105624124121086,0.007825799444227122,0.006289759230133973,1.0
EURCHF,2024-04-04 08:00:00+00:00,2024-04-04 16:00:00+00:00,-1,0.007970733505856363,2,2024,2.5329146511644454,1.1816040793340317,2.5233049996586723,2.3978577839465154,2.440612141459701,3.794089999997752e-05,-0.00017417720000001413,0.043777035738316906,0.2073244175854142,0.38740088757857977,-1.7694479863844483,0.011742056947147597,4.0,4.0,False,False,False,False,False,False,False,False,0.0013349693708181176,0.008274234764183208,0.008274234764183208,0.008274234764183208,1.0
GBPCHF,2024-04-04 08:00:00+00:00,2024-04-04 16:00:00+00:00,-1,0.0072705483707257886,2,2024,2.692187501927734,1.1354525119189702,2.669386091835315,2.4668687463935144,2.490458332742926,8.491450000014389e-05,-8.535429999989574e-05,0.07543921636262682,0.07722679669034534,0.7430219684607622,-0.7434865910570628,0.02637380873435829,4.0,4.0,False,False,False,False,False,False,False,False,0.001209140500103234,0.0075310117440614555,0.0075310117440614555,0.0075310117440614555,1.0
EURJPY,2024-04-04 08:00:00+00:00,2024-04-04 16:00:00+00:00,-1,0.004939841744663678,2,2024,2.1525379157774176,1.81245297356421,2.1445522717011394,2.00541792848296,2.0524656308691576,0.004550129999984165,-0.027721359999986817,0.03202522180903572,0.20164620335729805,0.2766889554982301,-1.6832532808677119,0.04257942249493488,4.0,4.0,False,False,False,False,False,False,False,False,-0.0005871314621306301,0.005121562131612967,0.005121562131612967,0.005121562131612967,1.0
GBPAUD,2024-04-05 08:00:00+00:00,2024-04-10 12:00:00+00:00,1,0.004398354038176347,20,2024,-2.045515404964586,-1.689073317900688,-2.013362817250944,-1.899302195062558,-1.9194864591742329,-0.000230350982235894,0.00014859198054173461,0.11766211802659111,0.07694344233987159,1.198763640138844,-0.7745216358328955,0.10340890494361617,4.0,4.0,False,False,False,False,False,False,False,False,4.769711027097223e-05,0.0007828309685740109,0.001305858728093634,0.004555056799955937,1.0
AUDCAD,2024-04-05 16:00:00+00:00,2024-04-10 12:00:00+00:00,-1,0.0033566536748676126,18,2024,2.1848035874529965,1.9510354304138091,2.1588745832850154,2.089043292044206,2.063676379070585,0.0001134921000000011,0.00011523530000001614,0.12974778846791696,0.1354844240111826,1.2713769816423122,1.2889822325530382,0.5295462491983944,4.0,4.0,False,False,False,False,False,False,False,False,0.00047557650355378733,0.0005451893986436751,-0.0001376736104601317,0.0036916002823162986,1.0
GBPJPY,2024-04-09 12:00:00+00:00,2024-04-10 12:00:00+00:00,-1,0.0024515818855022175,6,2024,2.083091307505266,1.7020123629841333,2.129442207801135,1.5950176309309985,1.6094334831183543,-0.031396079999979065,-0.00961046000000465,0.17956823227112229,0.05294961491359314,-1.6334456844951792,-0.49921005696167536,-0.1555463869576604,4.0,4.0,False,False,False,False,False,False,False,False,-0.0002907838710137778,-0.0006965679774528777,-0.0004883738446217478,0.002607422864791986,1.0
EURAUD,2024-04-09 16:00:00+00:00,2024-04-10 12:00:00+00:00,1,0.0068942504100330156,5,2024,-2.0838664740279507,-1.9781072730677636,-2.1105972863261493,-2.210062451576469,-2.1931949683744607,0.00014760610179886946,-9.785158478936573e-05,0.11627101183114406,0.07638652569325037,-0.8995148160869666,0.5967309743027377,-1.220990531738568,4.0,4.0,False,False,False,False,False,False,False,False,-8.632572801259286e-06,0.0003083130299399439,1.6079709649119422e-05,0.0070779886530498715,1.0
AUDUSD,2024-04-15 20:00:00+00:00,2024-04-22 00:00:00+00:00,1,-0.0008072403247589096,26,2024,-2.0730149024557925,-1.7433723806849841,-2.0763153609997342,-1.9735860953218618,-1.968791327676102,1.999999999990898e-05,-2.999999999997449e-05,0.01940805434246382,0.02962962962960445,-0.30923850019186666,0.4656216048420688,-0.012860885951213237,4.0,4.0,False,False,False,False,False,False,False,False,-0.003648331858475684,-0.003757005573409078,-0.002468445810628217,-0.0006830919224379839,0.0
GBPUSD,2024-04-22 12:00:00+00:00,2024-04-23 12:00:00+00:00,1,0.007399273039658653,6,2024,-2.6055864772308364,-1.6193240017494204,-2.6373139399831333,-2.0536099612064875,-2.028377560487189,0.00021000000000004349,-0.00015999999999993797,0.14271151885833813,0.10120177103095386,-1.6979164140008853,1.2992707842718234,-0.08334505694633369,4.0,4.0,False,False,False,False,False,False,False,False,0.0011265459614542284,0.0008753018981082494,0.0011184413142495409,0.0074724847227400915,1.0
EURJPY,2024-04-23 16:00:00+00:00,2024-05-01 20:00:00+00:00,-1,-0.00736815409266833,38,2024,2.0396117751042233,1.5995886110980249,2.0210749591979456,2.1110834843235984,2.0980830069666307,0.012222610000037548,0.009064340000008997,0.07642638647964756,0.0546188387083874,0.7396779135621858,0.5474607576508222,0.04629442723172832,4.0,4.0,False,False,False,False,False,False,False,False,0.0005088680381486466,-0.00047920197893724925,0.00085745630375611,-0.007186438995434141,0.0
GBPJPY,2024-04-24 20:00:00+00:00,2024-05-01 20:00:00+00:00,-1,-0.009310573329985028,31,2024,2.4240182376086894,1.4151679563782968,2.375772081122232,2.1629527138793176,2.1456593411742513,0.035356820000032485,0.012462999999996782,0.12707005530701357,0.04658686482130284,1.8335542325501064,0.6439274422556405,0.08249574730495657,4.0,4.0,False,False,False,False,False,False,False,False,-0.001580539524625113,-0.006091677011104801,-0.006102225955249674,-0.009154770023647618,0.0
USDJPY,2024-04-25 04:00:00+00:00,2024-04-29 04:00:00+00:00,-1,0.00038554340736822175,13,2024,2.563666543346179,1.96900685885063,2.528167507701814,2.9177938520124926,2.9225636847733654,0.014000000000010004,-0.0020000000000095497,0.2048280907097266,0.027341079972789586,0.9016667954768532,-0.1286496291680582,1.1453836019162753,4.0,4.0,False,False,False,False,False,False,True,False,0.00046906726296025436,0.0007068136839127881,-1.2851157889404163e-05,0.0004305137892922639,0.0
EURAUD,2024-05-03 16:00:00+00:00,2024-05-08 00:00:00+00:00,1,0.003614892036693369,15,2024,-2.0938358421658787,-1.3858499524609125,-2.0743805022402264,-2.0366069665094657,-2.0148468700692623,-0.0001306309638358094,-0.00014732735117295448,0.08577292176190629,0.10430654305183576,0.7999057083832697,0.9047777156098946,0.03167847988225395,4.0,4.0,False,False,False,False,False,False,False,False,0.00010791147346234098,5.6642568313503006e-06,-0.0004036455602924871,0.003799495959664112,1.0
EURCAD,2024-05-08 12:00:00+00:00,2024-05-09 08:00:00+00:00,-1,0.0018812528019117158,5,2024,2.00512917135465,1.8456839220572583,1.9970493586581493,1.3025230917677209,1.2781676895342806,4.0618500000144664e-05,0.00011478419999999545,0.044393494598212374,0.11329465959589877,0.2749817544959712,0.7764239274400004,0.05235885206659354,4.0,4.0,False,False,False,False,False,True,False,False,-9.98768305948694e-05,6.644149621215512e-05,0.00033437937071711943,0.002084396609125294,1.0
GBPJPY,2024-05-14 16:00:00+00:00,2024-05-16 00:00:00+00:00,-1,0.007818362598620877,8,2024,2.073096372959331,1.7281821926962293,2.0690183167367677,1.955979856157507,1.9594420987201746,0.006221120000049041,-0.005307759999965356,0.03908725278346338,0.036298370697521516,0.31679930823215585,-0.26942596769614996,0.015002903095329053,4.0,4.0,False,False,False,False,False,False,False,False,0.00011555948714492281,-0.00021488347350651082,0.0019920852497435915,0.007970065009738847,1.0
AUDUSD,2024-05-15 04:00:00+00:00,2024-05-21 00:00:00+00:00,-1,-0.0021529983890153934,24,2024,2.394035737395075,1.2070597797228373,2.3507479632270956,2.0300533886726213,2.049607038143527,9.00000000000345e-05,-4.0000000000040004e-05,0.14766201804763482,0.06902502157038767,1.3588392493173267,-0.6017842904217005,0.054591472422534745,4.0,4.0,False,False,False,False,False,False,False,False,9.033015672277322e-05,-0.004516507836141104,-0.007467292955753324,-0.0020324285262633968,0.0
AUDCHF,2024-05-15 16:00:00+00:00,2024-05-22 16:00:00+00:00,-1,-0.0031255984436410096,31,2024,2.997900635755638,1.6210914990721217,3.0082618010973405,3.1489748294313324,3.214715570795581,-1.7456299999940583e-05,-0.00012779409999996716,0.03928183393222113,0.2750266756447687,-0.2904057211084699,-2.118429258994091,-0.02734476876694505,4.0,4.0,False,False,False,False,False,False,False,False,0.0011268023195827315,0.002607185465440809,0.0039556801965057176,-0.002628186536496546,0.0
EURCAD,2024-05-15 16:00:00+00:00,2024-05-27 12:00:00+00:00,-1,-0.00015025537095812635,49,2024,2.0836530356302614,1.0529030421500556,2.0981819527963985,2.9080800557236794,2.907521379388306,-3.006879999989387e-05,1.38580000008659e-06,0.03593378779405703,0.0017283434901302832,-0.2036746690788375,0.009373671792621342,-0.015340474959522633,4.0,4.0,False,False,False,False,False,False,False,False,-3.473186727553923e-06,-0.00021864839090368626,-0.00022707685638900799,5.2388302568706635e-05,0.0
AUDCAD,2024-05-15 16:00:00+00:00,2024-05-21 00:00:00+00:00,-1,0.0026751065339153386,21,2024,3.3011851700233277,1.176832052012199,3.3786715531803044,4.010235818059018,4.111498243011075,-0.0001296852999999043,-0.00024362779999986817,0.1684787963392605,0.2952835603466994,-1.4322960820951756,-2.682120544731069,-0.09413192453179078,4.0,4.0,False,False,False,False,False,False,False,False,-0.0005323327516923992,0.00030158161696214325,6.790402488032754e-05,0.003004159984002275,0.0
GBPJPY,2024-05-20 20:00:00+00:00,2024-05-30 00:00:00+00:00,-1,-0.0052278532182120745,44,2024,2.028469606948418,1.8978602979293984,1.9995985428288716,2.0780009145602683,2.086852780400052,0.037822600000026796,-0.011830689999982269,0.13870850825224615,0.04467409230501118,1.9072648757009059,-0.5957198207148925,0.28266250570801543,4.0,4.0,False,False,False,False,False,True,False,False,-0.00019762790377408912,0.0008447669053543994,0.0002922292384307523,-0.00507653647112738,0.0
NZDUSD,2024-05-27 12:00:00+00:00,2024-05-29 08:00:00+00:00,-1,0.0038365250186949314,11,2024,2.12937352856463,1.2088526238057666,2.1563527473226074,2.6584820740596387,2.676253651541178,-4.0000000000040004e-05,-3.0000000000085514e-05,0.04613610149946967,0.03432494279185998,-0.6525817766545395,-0.48847205939959476,-0.03410138182819904,4.0,4.0,False,False,False,False,False,False,False,False,-4.876383673857454e-05,0.00019505534695474225,-0.0015279335511451109,0.004063653061556316,1.0
GBPUSD,2024-05-28 12:00:00+00:00,2024-05-29 12:00:00+00:00,-1,0.005600904280076519,6,2024,2.1578056817154816,1.8648876836687398,2.171785772171066,1.9910442958038976,1.946663375381675,-5.0000000000105516e-05,0.00015999999999993797,0.04840271055189224,0.16701461377863838,-0.39145378105289724,1.251417621523898,-0.10347014125128993,4.0,4.0,False,False,False,False,False,False,False,False,0.001611376631909911,0.002072887414835689,0.0026282647976784146,0.005671107078323856,1.0
